id,transdate,description,amount,category,accountname
8822,8-Feb-15,,-6.12,Alcohol & Bars,US CHECKING 2
8823,9-Feb-15,,-148.56,Groceries,US CREDIT CARD JOINT
8824,9-Feb-15,,-57.24,Restaurants,US CREDIT CARD JOINT
8825,10-Feb-15,,-30.13,Alcohol & Bars,US CHECKING
8826,10-Feb-15,,712.86,Income,US CHECKING 2
8827,10-Feb-15,,-17.29,Pharmacy,US CHECKING 2
8828,10-Feb-15,,-13.84,Shopping,US CHECKING 2
8829,11-Feb-15,,2488.49,Paycheck,US CHECKING
8830,11-Feb-15,,-60.05,Utilities,US CHECKING
8831,11-Feb-15,,-4.18,Fast Food,US CREDIT CARD JOINT
8832,12-Feb-15,,6535.09,Bonus,US CHECKING
8833,12-Feb-15,,-35.7,Restaurants,US CREDIT CARD JOINT
8834,13-Feb-15,,-30.6,Charity,US CREDIT CARD JOINT
8835,13-Feb-15,,-544.08,Air Travel,US CREDIT CARD JOINT
8836,14-Feb-15,,-39.85,Home Phone,US CREDIT CARD JOINT
8837,14-Feb-15,,-112.85,Restaurants,US CREDIT CARD JOINT
8838,15-Feb-15,,-19.13,Clothing,US CREDIT CARD JOINT
8839,15-Feb-15,,-67.1,Restaurants,US CREDIT CARD JOINT
8840,16-Feb-15,,-53.04,Restaurants,US CREDIT CARD JOINT
8841,16-Feb-15,,-20.68,Personal Care,US CREDIT CARD JOINT
8842,16-Feb-15,,-40.64,Alcohol & Bars,US CREDIT CARD JOINT
8843,16-Feb-15,,-138.6,Charity,US CREDIT CARD JOINT
8844,16-Feb-15,,-49.96,Groceries,US CREDIT CARD JOINT
8845,17-Feb-15,,-28.72,Credit Card Payment,US CHECKING
8846,17-Feb-15,,-6.2,Alcohol & Bars,US CREDIT CARD JOINT
8847,17-Feb-15,,-70.47,Gift,US CREDIT CARD 2
8848,18-Feb-15,,-8.07,Groceries,US CREDIT CARD JOINT
8849,18-Feb-15,,54.21,Credit Card Payment,US CREDIT CARD
8850,18-Feb-15,,-21.85,Alcohol & Bars,US CREDIT CARD JOINT
8851,18-Feb-15,,-4.29,Groceries,US CREDIT CARD 2
8852,18-Feb-15,,-14.12,Pharmacy,US CREDIT CARD 2
8853,19-Feb-15,,-11.6,Coffee Shops,US CHECKING 2
8854,20-Feb-15,,-33.21,Personal Care,US CREDIT CARD JOINT
8855,20-Feb-15,,-21.71,Alcohol & Bars,US CREDIT CARD JOINT
8856,20-Feb-15,,-152.95,Television,US CREDIT CARD JOINT
8857,21-Feb-15,,-57.96,Restaurants,US CREDIT CARD JOINT
8858,21-Feb-15,,2028.98,Credit Card Payment,US CREDIT CARD JOINT
8859,21-Feb-15,,-1364.31,Credit Card Payment,US CHECKING
8860,22-Feb-15,,-3.23,Music,US CREDIT CARD JOINT
8861,22-Feb-15,,-15.5,Reimbursement,US CREDIT CARD JOINT
8862,22-Feb-15,,-24.3,Rental Car & Taxi,CAD CHECKING
8863,22-Feb-15,,-58.95,Uncategorized,US CREDIT CARD 2
8864,22-Feb-15,,-29.48,Uncategorized,US CHECKING 2
8865,23-Feb-15,,-10.75,Vacation,US CREDIT CARD JOINT
8866,23-Feb-15,,-10.48,Fast Food,US CHECKING 2
8867,24-Feb-15,,-13.06,Fast Food,US CREDIT CARD JOINT
8868,24-Feb-15,,1043,Gift Received,CAD CHECKING
8869,24-Feb-15,,-0.9,Fast Food,CAD CHECKING
8870,25-Feb-15,,-110.83,Groceries,US CREDIT CARD JOINT
8871,25-Feb-15,,-7.03,Movies & DVDs,US CREDIT CARD JOINT
8872,25-Feb-15,,-22.46,Fees & Charges,CAD CHECKING
8873,25-Feb-15,,7.84,Income,US CHECKING 2
8874,25-Feb-15,,-35.04,Uncategorized,US CHECKING 2
8875,26-Feb-15,,3949.1,Transfer,CAD CHECKING
8876,26-Feb-15,,51.47,Income,US CHECKING 2
8877,26-Feb-15,,611.02,Income,US CHECKING 2
8878,26-Feb-15,,-12.4,Alcohol & Bars,US CREDIT CARD 2
8879,26-Feb-15,,276,Hide from Budgets & Trends,US CHECKING 2
8880,27-Feb-15,,0.03,Interest Income,US SAVINGS
8881,27-Feb-15,,35.64,Fees & Charges,CAD CHECKING
8882,27-Feb-15,,-72.78,Restaurants,CAD CHECKING
8883,28-Feb-15,,-3.64,Music,US CREDIT CARD JOINT
8884,28-Feb-15,,3846.68,Paycheck,US CHECKING
8885,28-Feb-15,,344,Gift Received,CAD CHECKING
8886,28-Feb-15,,-6.67,Groceries,US CREDIT CARD 2
8887,1-Mar-15,,-42.79,Groceries,CAD CHECKING
8888,1-Mar-15,,46.12,Income,US CHECKING 2
8889,2-Mar-15,,156.34,Transfer,US SAVINGS
8890,2-Mar-15,,3752.69,Bonus,US CHECKING
8891,2-Mar-15,,-19.39,Alcohol & Bars,CAD CHECKING
8892,2-Mar-15,,-21.63,Restaurants,US CREDIT CARD 2
8893,2-Mar-15,,-28.65,Groceries,US CREDIT CARD 2
8894,2-Mar-15,,-78.6,Groceries,US CREDIT CARD 2
8895,3-Mar-15,,-2542,Transfer,CAD CHECKING
8896,3-Mar-15,,-10.56,Groceries,CAD CHECKING
8897,3-Mar-15,,-142.24,Public Transportation,US CREDIT CARD 2
8898,3-Mar-15,,-14.21,Restaurants,US CREDIT CARD 2
8899,4-Mar-15,,-7.1,Groceries,US CREDIT CARD JOINT
8900,4-Mar-15,,0.08,Interest Income,US SAVINGS
8901,4-Mar-15,,-8.45,Fast Food,US CREDIT CARD JOINT
8902,4-Mar-15,,-3.3,Fast Food,CAD CHECKING
8903,4-Mar-15,,-321.5,Credit Card Payment,US CHECKING 2
8904,4-Mar-15,,-39.49,Clothing,US CREDIT CARD 2
8905,4-Mar-15,,-35.76,Clothing,US CREDIT CARD 2
8906,5-Mar-15,,-8.88,Air Travel,US CREDIT CARD JOINT
8907,5-Mar-15,,-32.98,Restaurants,US CREDIT CARD 2
8908,5-Mar-15,,-17.2,Personal Care,US CREDIT CARD 2
8909,6-Mar-15,,-39.67,Laundry,US CREDIT CARD JOINT
8910,6-Mar-15,,831.46,Credit Card Payment,US CREDIT CARD 2
8911,7-Mar-15,,-19.09,Groceries,US CREDIT CARD JOINT
8912,7-Mar-15,,-8.64,Clothing,US CREDIT CARD JOINT
8913,8-Mar-15,,-59.05,Restaurants,US CREDIT CARD JOINT
8914,8-Mar-15,,-31.88,Alcohol & Bars,US CREDIT CARD JOINT
8915,8-Mar-15,,-22.94,Rental Car & Taxi,US CREDIT CARD JOINT
8916,8-Mar-15,,-2394,Mortgage & Rent,US CHECKING
8917,8-Mar-15,,-13.76,Groceries,US CREDIT CARD 2
8918,8-Mar-15,,-14.16,Groceries,US CREDIT CARD 2
8919,9-Mar-15,,-27.06,Alcohol & Bars,US CREDIT CARD JOINT
8920,9-Mar-15,,147,Bonus,US SAVINGS
8921,9-Mar-15,,-147.06,Groceries,US CREDIT CARD JOINT
8922,9-Mar-15,,-23.4,Gift,US CHECKING 2
8923,10-Mar-15,,-8.27,Gifts & Donations,US CREDIT CARD 2
8924,11-Mar-15,,-61.81,Utilities,US CHECKING
8925,11-Mar-15,,401.36,Income,US CHECKING 2
8926,11-Mar-15,,-87.76,Groceries,US CREDIT CARD 2
8927,11-Mar-15,,-2.99,Business Services,US CREDIT CARD 2
8928,12-Mar-15,,-9.03,Groceries,US CREDIT CARD 2
8929,13-Mar-15,,-4.59,Music,US CREDIT CARD 2
8930,14-Mar-15,,-16.39,Personal Care,US CREDIT CARD JOINT
8931,14-Mar-15,,-10.15,Rental Car & Taxi,US CREDIT CARD JOINT
8932,15-Mar-15,,-10.78,Groceries,US CREDIT CARD JOINT
8933,15-Mar-15,,-14.5,Personal Care,US CREDIT CARD JOINT
8934,15-Mar-15,,-60.35,Restaurants,US CREDIT CARD JOINT
8935,15-Mar-15,,3841.38,Paycheck,US CHECKING
8936,15-Mar-15,,-4.72,Groceries,US CREDIT CARD 2
8937,16-Mar-15,,-13.59,Restaurants,US CREDIT CARD JOINT
8938,16-Mar-15,,-54.68,Restaurants,US CREDIT CARD JOINT
8939,16-Mar-15,,-42,Charity,US CREDIT CARD JOINT
8940,16-Mar-15,,-6.18,Furnishings,US CREDIT CARD JOINT
8941,17-Mar-15,,-110,Reimbursement,US CREDIT CARD JOINT
8942,17-Mar-15,,-89.82,Air Travel,US CREDIT CARD JOINT
8943,17-Mar-15,,-80.06,Alcohol & Bars,US CREDIT CARD JOINT
8944,17-Mar-15,,-12.46,Groceries,US CREDIT CARD JOINT
8945,17-Mar-15,,-14.39,Laundry,US CREDIT CARD 2
8946,18-Mar-15,,-8.83,Fast Food,US CREDIT CARD JOINT
8947,18-Mar-15,,-274.21,Air Travel,US CREDIT CARD JOINT
8948,18-Mar-15,,-28.18,Rental Car & Taxi,US CREDIT CARD JOINT
8949,18-Mar-15,,-30.58,Groceries,US CREDIT CARD 2
8950,19-Mar-15,,-11.97,Fast Food,US CREDIT CARD JOINT
8951,19-Mar-15,,-14,Vacation,US CREDIT CARD JOINT
8952,20-Mar-15,,-46.98,Television,US CREDIT CARD JOINT
8953,22-Mar-15,,-11.52,Coffee Shops,US CREDIT CARD 2
8954,23-Mar-15,,-209.24,Gift,CAD CHECKING
8955,23-Mar-15,,-8.69,Fast Food,CAD CHECKING
8956,23-Mar-15,,-5.36,Coffee Shops,US CREDIT CARD 2
8957,24-Mar-15,,-9.72,Gift,CAD CHECKING
8958,24-Mar-15,,-29.83,Alcohol & Bars,CAD CHECKING
8959,24-Mar-15,,-9.38,Air Travel,US CREDIT CARD JOINT
8960,24-Mar-15,,-55.55,Restaurants,US CREDIT CARD 2
8961,24-Mar-15,,-16.8,Restaurants,US CREDIT CARD 2
8962,25-Mar-15,,-4.23,Movies & DVDs,US CREDIT CARD JOINT
8963,25-Mar-15,,-9.75,Public Transportation,US CREDIT CARD 2
8964,25-Mar-15,,-6.08,Personal Care,US CREDIT CARD 2
8965,26-Mar-15,,-2.94,ATM Fee,US CHECKING
8966,26-Mar-15,,874.6,Income,US CHECKING 2
8967,27-Mar-15,,-6.06,Fast Food,CAD CHECKING
8968,27-Mar-15,,-2.24,ATM Fee,US CHECKING
8969,27-Mar-15,,-99,Restaurants,US CHECKING
8970,27-Mar-15,,4499.61,Credit Card Payment,US CREDIT CARD JOINT
8971,27-Mar-15,,23.5,Late Fee,US CREDIT CARD JOINT
8972,27-Mar-15,,-19.5,Late Fee,US CREDIT CARD JOINT
8973,27-Mar-15,,-5.41,Restaurants,US CREDIT CARD 2
8974,28-Mar-15,,-2327.38,Credit Card Payment,US CHECKING
8975,28-Mar-15,,-32.76,Travel,US CREDIT CARD 2
8976,29-Mar-15,,-50.26,Groceries,US CREDIT CARD JOINT
8977,29-Mar-15,,-18.15,Arts,US CREDIT CARD JOINT
8978,29-Mar-15,,-2.34,Coffee Shops,US CREDIT CARD 2
8979,30-Mar-15,,-23.06,Bank Fee,CAD CHECKING
8980,30-Mar-15,,-14.46,Restaurants,US CREDIT CARD JOINT
8981,30-Mar-15,,-19.72,Laundry,US CREDIT CARD JOINT
8982,30-Mar-15,,-33.11,Restaurants,US CREDIT CARD JOINT
8983,30-Mar-15,,-6.12,Fast Food,US CREDIT CARD JOINT
8984,30-Mar-15,,-140.4,Check,US CHECKING 2
8985,30-Mar-15,,-373.94,Credit Card Payment,US CHECKING 2
8986,31-Mar-15,,392.34,Transfer,US SAVINGS
8987,31-Mar-15,,-3.1,Home,US CREDIT CARD 2
8988,31-Mar-15,,-4.09,Groceries,US CREDIT CARD 2
8989,1-Apr-15,,102,Income,US CHECKING
8990,1-Apr-15,,0.01,Interest Income,US SAVINGS
8991,1-Apr-15,,1463.93,Paycheck,US CHECKING
8992,1-Apr-15,,-85.55,Home Supplies,US CREDIT CARD JOINT
8993,1-Apr-15,,-83.56,Groceries,US CREDIT CARD 2
8994,1-Apr-15,,333.22,Credit Card Payment,US CREDIT CARD 2
8995,1-Apr-15,,-9.03,Personal Care,US CREDIT CARD 2
8996,2-Apr-15,,44.93,Bank Fee,CAD CHECKING
8997,2-Apr-15,,-4,Alcohol & Bars,US CREDIT CARD JOINT
8998,2-Apr-15,,-900,Mortgage & Rent,US CHECKING
8999,2-Apr-15,,-6.4,Groceries,US CREDIT CARD JOINT
9000,2-Apr-15,,-88.54,Public Transportation,US CREDIT CARD 2
9001,2-Apr-15,,-21.23,Personal Care,US CREDIT CARD 2
9002,3-Apr-15,,0.06,Interest Income,US SAVINGS
9003,3-Apr-15,,-12.06,Alcohol & Bars,US CREDIT CARD JOINT
9004,3-Apr-15,,-7.78,Groceries,US CREDIT CARD 2
9005,4-Apr-15,,-32.28,Groceries,US CREDIT CARD JOINT
9006,4-Apr-15,,-174.96,Restaurants,US CREDIT CARD JOINT
9007,4-Apr-15,,-22.88,Alcohol & Bars,US CREDIT CARD 2
9008,5-Apr-15,,-19.05,Alcohol & Bars,US CREDIT CARD JOINT
9009,6-Apr-15,,-8.75,Furnishings,US CREDIT CARD JOINT
9010,6-Apr-15,,-134.34,Amusement,US CREDIT CARD JOINT
9011,6-Apr-15,,-43.35,Groceries,US CREDIT CARD JOINT
9012,7-Apr-15,,-21.92,Alcohol & Bars,US CREDIT CARD JOINT
9013,7-Apr-15,,-5.06,Fast Food,US CREDIT CARD JOINT
9014,7-Apr-15,,724.84,Income,US CHECKING 2
9015,7-Apr-15,,-7.67,Coffee Shops,US CREDIT CARD 2
9016,7-Apr-15,,-147.2,Alcohol & Bars,US CHECKING 2
9017,8-Apr-15,,-24.83,Alcohol & Bars,US CREDIT CARD JOINT
9018,8-Apr-15,,-23.3,Personal Care,US CHECKING 2
9019,8-Apr-15,,-28.34,Gift,US CHECKING 2
9020,9-Apr-15,,0.23,Transfer,US CHECKING
9021,9-Apr-15,,0.09,Transfer,US CHECKING
9022,9-Apr-15,,-65.61,Restaurants,US CREDIT CARD JOINT
9023,9-Apr-15,,0.01,Paycheck,US CHECKING
9024,9-Apr-15,,-109.41,Groceries,US CHECKING 2
9025,10-Apr-15,,-31.21,Laundry,US CREDIT CARD JOINT
9026,10-Apr-15,,-4550,Transfer,US CHECKING
9027,10-Apr-15,,-4.21,Groceries,US CHECKING 2
9028,11-Apr-15,,-14.55,Groceries,US CREDIT CARD JOINT
9029,11-Apr-15,,-18.43,Reimbursable Expense,US CREDIT CARD JOINT
9030,11-Apr-15,,-8.21,Gift,US CHECKING 2
9031,12-Apr-15,,-7.38,Gift,US CREDIT CARD JOINT
9032,12-Apr-15,,-39.38,Hair,US CREDIT CARD JOINT
9033,12-Apr-15,,-8.62,Groceries,US CHECKING 2
9034,12-Apr-15,,-43.8,Entertainment,US CHECKING 2
9035,13-Apr-15,,-27.9,Charity,US CREDIT CARD JOINT
9036,13-Apr-15,,1842.68,Credit Card Payment,US CREDIT CARD JOINT
9037,13-Apr-15,,-47.34,Taxes,US CREDIT CARD JOINT
9038,13-Apr-15,,-1105.43,Reimbursement,US CREDIT CARD JOINT
9039,13-Apr-15,,-1073.69,Credit Card Payment,US CHECKING
9040,13-Apr-15,,1163.6,Paycheck,US CHECKING
9041,13-Apr-15,,-3.49,Taxes,US CHECKING
9042,13-Apr-15,,-51.66,Utilities,US CHECKING
9043,13-Apr-15,,-20,Restaurants,US CHECKING 2
9044,14-Apr-15,,-55.2,Alcohol & Bars,US CREDIT CARD JOINT
9045,14-Apr-15,,0.23,Income,US CHECKING
9046,14-Apr-15,,-73.44,Alcohol & Bars,US CREDIT CARD JOINT
9047,14-Apr-15,,-466.8,Hide from Budgets & Trends,US CHECKING 2
9048,15-Apr-15,,-31.92,Restaurants,US CREDIT CARD JOINT
9049,15-Apr-15,,-218.38,Reimbursement,US CREDIT CARD JOINT
9050,15-Apr-15,,-490.62,Taxes,US CHECKING
9051,15-Apr-15,,0.65,Income,US CHECKING
9052,15-Apr-15,,-6.38,Fast Food,US CREDIT CARD JOINT
9053,15-Apr-15,,-58.12,Taxes,US CHECKING 2
9054,15-Apr-15,,-7.31,Restaurants,US CHECKING 2
9055,16-Apr-15,,-7.76,Fast Food,US CREDIT CARD JOINT
9056,16-Apr-15,,-1.6,Income,US CHECKING
9057,17-Apr-15,,-58.6,Television,US CREDIT CARD JOINT
9058,17-Apr-15,,-316.54,Hide from Budgets & Trends,US CHECKING 2
9059,18-Apr-15,,-3.23,Restaurants,US CREDIT CARD JOINT
9060,18-Apr-15,,-57.12,Restaurants,US CREDIT CARD JOINT
9061,18-Apr-15,,-10.13,Fast Food,US CREDIT CARD JOINT
9062,18-Apr-15,,-40.04,Restaurants,US CREDIT CARD JOINT
9063,18-Apr-15,,-10.4,Alcohol & Bars,US CREDIT CARD JOINT
9064,19-Apr-15,,-13.5,Rental Car & Taxi,US CREDIT CARD JOINT
9065,19-Apr-15,,-27.4,Restaurants,US CHECKING 2
9066,19-Apr-15,,-7.94,Personal Care,US CHECKING 2
9067,20-Apr-15,,-40.2,Alcohol & Bars,US CREDIT CARD JOINT
9068,20-Apr-15,,-2.81,Groceries,US CREDIT CARD JOINT
9069,20-Apr-15,,-97.97,Groceries,US CREDIT CARD JOINT
9070,20-Apr-15,,24.42,Public Transportation,US CREDIT CARD 2
9071,21-Apr-15,,-29.5,Laundry,US CREDIT CARD JOINT
9072,21-Apr-15,,777.7,Hide from Budgets & Trends,US CHECKING 2
9073,22-Apr-15,,-0.6,Transfer,US CHECKING
9074,22-Apr-15,,-49.73,Groceries,US CHECKING 2
9075,22-Apr-15,,114.55,Hide from Budgets & Trends,US CHECKING 2
9076,22-Apr-15,,-15.21,Personal Care,US CHECKING 2
9077,23-Apr-15,,-9.03,Movies & DVDs,US CREDIT CARD JOINT
9078,23-Apr-15,,-50.76,Entertainment,US CHECKING 2
9079,23-Apr-15,,527.16,Income,US CHECKING 2
9080,23-Apr-15,,-108.9,Tuition,US CHECKING 2
9081,24-Apr-15,,-8.5,Coffee Shops,US CREDIT CARD JOINT
9082,25-Apr-15,,-4.1,Coffee Shops,US CHECKING 2
9083,26-Apr-15,,-17.34,Alcohol & Bars,US CHECKING 2
9084,27-Apr-15,,-98.31,Restaurants,US CREDIT CARD JOINT
9085,27-Apr-15,,-26.55,Groceries,US CREDIT CARD JOINT
9086,28-Apr-15,,-25.63,Restaurants,US CREDIT CARD JOINT
9087,28-Apr-15,,-7.1,Entertainment,US CREDIT CARD JOINT
9088,28-Apr-15,,-170.88,Restaurants,US CREDIT CARD JOINT
9089,29-Apr-15,,856.05,Income,US CHECKING
9090,29-Apr-15,,-9.88,Personal Care,US CREDIT CARD JOINT
9091,29-Apr-15,,-38.95,Alcohol & Bars,US CREDIT CARD JOINT
9092,29-Apr-15,,-120.46,Hide from Budgets & Trends,US CHECKING 2
9093,29-Apr-15,,-14.82,Restaurants,US CHECKING 2
9094,29-Apr-15,,-7.83,Alcohol & Bars,US CHECKING 2
9095,30-Apr-15,,-22.05,Alcohol & Bars,US CREDIT CARD JOINT
9096,30-Apr-15,,3040.08,Paycheck,US CHECKING
9097,30-Apr-15,,0.01,Interest Income,US SAVINGS
9098,30-Apr-15,,-8.27,Rental Car & Taxi,US CHECKING 2
9099,1-May-15,,-8.49,Groceries,US CREDIT CARD JOINT
9100,1-May-15,,-25.96,Laundry,US CREDIT CARD JOINT
9101,1-May-15,,15.87,Fees & Charges,CAD CHECKING
9102,1-May-15,,-35.98,Groceries,US CHECKING 2
9103,1-May-15,,-2.97,Coffee Shops,US CHECKING 2
9104,2-May-15,,1196.58,Transfer,US SAVINGS
9105,2-May-15,,-14.44,Groceries,US CREDIT CARD JOINT
9106,2-May-15,,-1828.17,Income,US CHECKING
9107,2-May-15,,-5.93,Entertainment,US CREDIT CARD JOINT
9108,2-May-15,,-26.06,Fees & Charges,CAD CHECKING
9109,2-May-15,,-150.29,Public Transportation,US CHECKING 2
9110,3-May-15,,330.13,Credit Card Payment,US CREDIT CARD 2
9111,3-May-15,,-16.94,Gift,US CHECKING 2
9112,3-May-15,,-41.99,Shopping,US CHECKING 2
9113,3-May-15,,-1.03,Music,US CHECKING 2
9114,4-May-15,,-9.83,Coffee Shops,US CREDIT CARD JOINT
9115,4-May-15,,-1.53,Gift,US CREDIT CARD JOINT
9116,4-May-15,,0.09,Interest Income,US SAVINGS
9117,4-May-15,,18.24,Reimbursement,US CHECKING
9118,4-May-15,,-9.22,Groceries,US CHECKING 2
9119,4-May-15,,-3.49,Restaurants,US CHECKING 2
9120,4-May-15,,-134.29,Groceries,US CHECKING 2
9121,5-May-15,,-8.06,Coffee Shops,US CREDIT CARD JOINT
9122,5-May-15,,-11.43,Fast Food,US CREDIT CARD JOINT
9123,5-May-15,,-560.07,Air Travel,US CREDIT CARD JOINT
9124,5-May-15,,-17.41,Groceries,US CREDIT CARD JOINT
9125,5-May-15,,-21.5,Furnishings,US CREDIT CARD JOINT
9126,5-May-15,,-13.59,Groceries,US CREDIT CARD JOINT
9127,5-May-15,,623,Income,US CHECKING 2
9128,5-May-15,,-209.5,Credit Card Payment,US CHECKING 2
9129,6-May-15,,-652.56,Air Travel,US CREDIT CARD JOINT
9130,6-May-15,,-2250,Mortgage & Rent,US CHECKING
9131,6-May-15,,68.98,Hide from Budgets & Trends,US CHECKING 2
9132,6-May-15,,-20.61,Furnishings,US CHECKING 2
9133,6-May-15,,-5.76,Personal Care,US CHECKING 2
9134,7-May-15,,-57.05,Groceries,US CREDIT CARD JOINT
9135,7-May-15,,-7.8,Alcohol & Bars,US CREDIT CARD JOINT
9136,7-May-15,,-29.9,Home,US CHECKING 2
9137,8-May-15,,-357.24,Travel,US CREDIT CARD JOINT
9138,9-May-15,,-2.91,Gift,US CHECKING 2
9139,9-May-15,,-5.66,Personal Care,US CHECKING 2
9140,10-May-15,,-4.64,Fast Food,US CREDIT CARD JOINT
9141,11-May-15,,-1.28,Fast Food,US CREDIT CARD JOINT
9142,11-May-15,,-4.08,Coffee Shops,US CHECKING 2
9143,12-May-15,,-56.16,Restaurants,US CREDIT CARD JOINT
9144,12-May-15,,-4.39,Music,US CHECKING 2
9145,13-May-15,,-111.91,Utilities,US CHECKING
9146,14-May-15,,1559.48,Paycheck,US CHECKING
9147,14-May-15,,-21.56,Alcohol & Bars,US CREDIT CARD JOINT
9148,14-May-15,,-11.84,Personal Care,US CHECKING 2
9149,14-May-15,,-3.56,Personal Care,US CHECKING 2
9150,15-May-15,,-117.18,Gift,US CREDIT CARD JOINT
9151,15-May-15,,-82.82,Restaurants,US CREDIT CARD JOINT
9152,16-May-15,,-41.91,Alcohol & Bars,US CREDIT CARD JOINT
9153,16-May-15,,-36.75,Reimbursement,US CREDIT CARD JOINT
9154,16-May-15,,-22.11,Groceries,US CHECKING 2
9155,17-May-15,,-6.45,Gift,US CREDIT CARD JOINT
9156,17-May-15,,2396.5,Credit Card Payment,US CREDIT CARD JOINT
9157,17-May-15,,-54.88,Television,US CREDIT CARD JOINT
9158,17-May-15,,-2875.8,Credit Card Payment,US CHECKING
9159,17-May-15,,-17.66,Laundry,US CREDIT CARD JOINT
9160,17-May-15,,-37.5,Charity,US CREDIT CARD JOINT
9161,17-May-15,,-116.56,Auto & Transport,US CHECKING 2
9162,17-May-15,,-6.91,Furnishings,US CHECKING 2
9163,18-May-15,,-27.35,Reimbursement,US CREDIT CARD JOINT
9164,18-May-15,,-56,Restaurants,US CHECKING
9165,18-May-15,,-5.31,Home Improvement,US CREDIT CARD JOINT
9166,18-May-15,,-52.94,Groceries,US CHECKING 2
9167,18-May-15,,-7.25,Coffee Shops,US CHECKING 2
9168,20-May-15,,-44.8,Restaurants,US CREDIT CARD JOINT
9169,20-May-15,,-104.52,Entertainment,US CREDIT CARD JOINT
9170,20-May-15,,-3.46,Groceries,US CREDIT CARD JOINT
9171,20-May-15,,-5.71,Gift,US CHECKING 2
9172,21-May-15,,-0.69,Gift,US CREDIT CARD JOINT
9173,21-May-15,,-130.01,Clothing,US CREDIT CARD JOINT
9174,21-May-15,,-70.56,Home Phone,US CREDIT CARD JOINT
9175,21-May-15,,563.1,Income,US CHECKING 2
9176,21-May-15,,-2.53,Coffee Shops,US CHECKING 2
9177,22-May-15,,-5.39,Gift,US CREDIT CARD JOINT
9178,22-May-15,,-4,Movies & DVDs,US CREDIT CARD JOINT
9179,23-May-15,,-13.87,Gift,US CREDIT CARD JOINT
9180,24-May-15,,-7.72,Entertainment,US CREDIT CARD JOINT
9181,24-May-15,,-8.13,Personal Care,US CREDIT CARD JOINT
9182,24-May-15,,-222.49,Gift,US CREDIT CARD JOINT
9183,24-May-15,,-42.98,Groceries,US CHECKING 2
9184,25-May-15,,-6.14,Fast Food,US CHECKING
9185,25-May-15,,-40.5,Travel,US CREDIT CARD JOINT
9186,25-May-15,,-12.76,Alcohol & Bars,US CHECKING 2
9187,25-May-15,,-5.67,Coffee Shops,US CHECKING 2
9188,25-May-15,,-12.42,Alcohol & Bars,US CHECKING 2
9189,26-May-15,,240,Travel,US CHECKING
9190,26-May-15,,-49.47,Shopping,US CHECKING 2
9191,26-May-15,,-50.17,Alcohol & Bars,US CREDIT CARD 2
9192,27-May-15,,-235,Travel,US CHECKING 2
9193,28-May-15,,236.88,Taxes,US CHECKING
9194,28-May-15,,-5.51,Music,US CHECKING 2
9195,29-May-15,,-68.53,Travel,US CREDIT CARD JOINT
9196,29-May-15,,-9.86,Travel,US CREDIT CARD JOINT
9197,29-May-15,,0.01,Interest Income,US SAVINGS
9198,29-May-15,,-33.24,Fees & Charges,CAD CHECKING
9199,29-May-15,,-136.02,Groceries,US CREDIT CARD 2
9200,30-May-15,,-30.57,Travel,US CREDIT CARD JOINT
9201,30-May-15,,-4,Travel,US CREDIT CARD JOINT
9202,30-May-15,,-20.3,Laundry,US CREDIT CARD JOINT
9203,31-May-15,,-55.8,Travel,US CREDIT CARD JOINT
9204,31-May-15,,-85.2,Travel,US CHECKING
9205,31-May-15,,2355.82,Paycheck,US CHECKING
9206,31-May-15,,31.15,Fees & Charges,CAD CHECKING
9207,1-Jun-15,,904.29,Transfer,US SAVINGS
9208,1-Jun-15,,-3.09,Pharmacy,US CREDIT CARD JOINT
9209,1-Jun-15,,-21.6,Travel,US CREDIT CARD JOINT
9210,1-Jun-15,,-28.99,Groceries,US CHECKING 2
9211,2-Jun-15,,-3.78,ATM Fee,US CHECKING
9212,2-Jun-15,,-2.86,ATM Fee,US CHECKING
9213,2-Jun-15,,-72,Travel,US CREDIT CARD JOINT
9214,2-Jun-15,,-63.14,Travel,US CREDIT CARD JOINT
9215,2-Jun-15,,-139.8,Public Transportation,US CREDIT CARD 2
9216,2-Jun-15,,-57.68,Restaurants,US CHECKING 2
9217,3-Jun-15,,0.11,Interest Income,US SAVINGS
9218,3-Jun-15,,-53.45,Travel,US CREDIT CARD JOINT
9219,3-Jun-15,,75.85,Reimbursement,US CHECKING
9220,3-Jun-15,,-12.29,Clothing,US CREDIT CARD JOINT
9221,3-Jun-15,,263.33,Credit Card Payment,US CREDIT CARD 2
9222,3-Jun-15,,-7.38,Coffee Shops,US CHECKING 2
9223,3-Jun-15,,-2.97,Coffee Shops,US CHECKING 2
9224,4-Jun-15,,-28.5,Restaurants,US CHECKING 2
9225,5-Jun-15,,353.43,Income,US CHECKING 2
9226,5-Jun-15,,-55.35,Groceries,US CHECKING 2
9227,6-Jun-15,,-22.84,Groceries,US CREDIT CARD JOINT
9228,6-Jun-15,,-1440,Mortgage & Rent,US CHECKING
9229,6-Jun-15,,-142.5,Check,US CHECKING 2
9230,6-Jun-15,,-351.11,Credit Card Payment,US CHECKING 2
9231,7-Jun-15,,-13.82,Laundry,US CREDIT CARD JOINT
9232,7-Jun-15,,-2.7,Coffee Shops,US CHECKING 2
9233,7-Jun-15,,-40.71,Groceries,US CHECKING 2
9234,8-Jun-15,,-27,Laundry,US CREDIT CARD JOINT
